name,department_name,teaching_staff_at_the_department,total_number_of_students,number_of_master_degree_students,total_score_for_support_in_the_study_entry_phase,graduations_in_appropriate_time_undergraduate_degrees,share_of_anglophone_research_groups,teacher_support,support_in_studies,courses_offered,teaching_of_technical/professional_competence,teaching_of_methodological_competence,teaching_of_interdisciplinary_competence,study_organisation,exams,laboratory_internships,excursions,research_orientation,job_market_preparation,support_for_stays_abroad,rooms,library,it_infrastructure,overall_study_situation,schoolpractice,teacher_qualification_students,teacher_qualification_programmes,teacher_qualification_centre,teacher_qualification_monitor_in_german,further_degree_courses_of_the_department,degree_courses,url,percentage_of_teaching_by_practitioners,graduations_in_appropriate_time_masters,outgoing_students,bachelor_theses_in_cooperation_with_work_environment,master_theses_in_cooperation_with_work_environment,share_of_professors_with_work_experience,publications_per_professor,third_party_funds_per_academic,doctorates_per_professor,research_reputation,return_rate_of_the__questionnaires,students_in_cooperative_education,international_orientation_bachelors,international_orientation_masters,contact_with_work_environment_bachelors,contact_with_work_environment_masters,publications_per_academic,transition_to_masters_studies,provision_of_instruments_pre_clinical,provision_of_instruments_for_clinical_studies,citations_per_publication,third_party_funds_per_professor,habilitation_treatises_in_ten_years,dentists_chairs,phantom_heads,laboratories,share_of_external_repetitions_visited,exam_preparation,exams_preparation___specific_offers,exams_preparation___training,exams_preparation___addiotional_services,exam_results,assistance_with_exam_preparation,self_study_places,habilitation_treatises_per_ten_professors,support_in_bedside_teaching,dovetailing_of_pre_clinic_and_clinic_studies,clerkship,skills_labs,cooperative_doctoral_degrees_in_three_years,support_during_practical_semester,sports_facilities,publications_per_professor_in_business_administration,publications_per_professor_in_economics,professional_qualification_for_architects,scientific_artistical_orientation,workstations,professors_with_own_engineering_company,extent_of_interlinking,coordination_of_theory_and_practice_phases,subject_specific_equipment,study_quality_funds_for_excursions
Albert-Ludwigs-Universität Freiburg,Philologische Fakultät at the Uni Freiburg,no data,440,20,no data available,81.5%,,,,,,,,,,,,,,,,,,,,290,no data,Link,Link,"IberoCultura: Spanish Language, Literature and Culture (B); Franco-Media: French Language, Literature and Culture (B); Romance Studies (B); Romance Studies (Mas)",[],https://ranking.zeit.de/che/en/fachbereich/440000,,not calculated due to less 10 graduates/year; source: german federal statistical office,no data,,,,,,,,,,not ranked,not ranked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert-Ludwigs-Universität Freiburg,Wirtschafts- und Verhaltenswissenschaftliche Fakultät at the Uni Freiburg,,190,67,9/14points,no graduates at the time of data collection,,1.6,1.6,2.0,,,,1.7,2.0,,,1.8,1.7,1.9,2.2,1.7,2.1,1.8,2.2,390,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Sport Science - Motion and Health (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34623'}, {'name': 'Sport Science (B, 2 major subjects)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34624'}, {'name': 'Sport Science - Applied Motion and Health (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34622'}]",https://ranking.zeit.de/che/en/fachbereich/430586,5.0%,no graduates in academic year 2015,,11.3%,45.2%,,33.3,39.8T€,0.6,,,,,4/9points,8/11points,9/11points,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Biowissenschaften at the Uni Heidelberg,no Answer,"1,430",475,8/12points,76.6%,,,,,6/8points,4/8points,2/6points,,,2.1,3.0,1.9,2.1,2.2,,,,,,300,,Link,Link,none,"[{'name': 'Biosciences (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/15203'}, {'name': 'Biochemistry (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35018'}, {'name': 'Molecular Biosciences (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/20793'}, {'name': 'Biochemistry (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37828'}]",https://ranking.zeit.de/che/en/fachbereich/420110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät Chemie und Geowissenschaften at the Uni Heidelberg,,700,281,10/14points,"Median 6,0; Source: Gesellschaft Deutscher Chemiker",,,rank group not assignable,,9/10points,7/10points,7/10points,2.0,,rank group not assignable,,,,,,,,2.5,,170,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Chemistry (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36367'}, {'name': 'Biochemistry (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37957'}, {'name': 'Chemistry (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36368'}, {'name': 'Biochemistry (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37829'}]",https://ranking.zeit.de/che/en/fachbereich/200023,,,,,,,,,,,"The results are based on the answers of 27 (23,9 % of the invited) students.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Medizinische Fakultät Heidelberg at the Uni Heidelberg,,200,70,7/14points,83.1%,,1.9,2.1,2.5,,,,1.6,2.0,,,2.2,2.4,2.4,2.5,1.6,2.0,1.8,,,no,Link,Link,none,"[{'name': 'Medical Computer Science (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/22337'}, {'name': 'Medical Computer Science (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/22338'}]",https://ranking.zeit.de/che/en/fachbereich/400005,18.0%,79.1%,0.0%,80.1%,89.2%,30.0%,,not ranked because of the specific structure of the programmes,not calculated because of the specific constellation of the study programmes,,,none,not enough data available,2/9points,7/11points,6/11points,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Mathematik und Informatik at the Uni Heidelberg,,620,168,4/14points,42.9%,,1.8,1.9,1.9,,,,1.8,1.9,,,1.7,1.9,,1.4,1.3,1.9,1.8,,,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Applied Computer Science (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/7639'}, {'name': 'Applied Computer Science (B.Sc.,  option for teacher qualification)', 'url': 'https://ranking.zeit.de/che/en/studiengang/40400'}, {'name': 'Applied Computer Science (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/14860'}, {'name': 'Computer Engineering (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34103'}]",https://ranking.zeit.de/che/en/fachbereich/420506,0.5%,44.4%,0.0%,5.9%,11.6%,no data,,82.7T€,1.5,,,none,3/9points,6/9points,0/11points,0/11points,1.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Medizinische Fakultät Heidelberg at the Uni Heidelberg,,550,no Master's degree courses offered,10/14points,83.3%,,3.4,3.3,3.4,,,,2.6,3.0,,,3.0,rank group not assignable,3.8,2.0,2.1,2.3,3.0,,,,,,none,"[{'name': 'Dentistry (State Examination)', 'url': 'https://ranking.zeit.de/che/en/studiengang/6133'}]",https://ranking.zeit.de/che/en/fachbereich/420034,,,,,,,7.7,,9.3,41.8%,,,,,,,,,,,2.5,131.9,22.0,1.7,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Wirtschafts- und Sozialwissenschaften at the Uni Heidelberg,,"1,210",,8/14points,69.0%,,2.6,2.5,2.3,,,,1.9,2.4,,,2.3,3.2,2.4,2.0,1.6,1.9,2.3,,,,,,,"[{'name': 'Political Economics (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18840'}, {'name': 'Economics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25748'}]",https://ranking.zeit.de/che/en/fachbereich/300031,no data,36.4%,1.0%,no data,no data,no data,"Points per professor within the range 1,1 to 1,7",29.5T€,0.6,3.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Verhaltens- und Empirische Kulturwissenschaften at the Uni Heidelberg,9,320,90,,57.6%,,2.2,,2.6,,,,,2.1,,,2.2,3.0,,,1.5,,2.3,,,,,,"yes, please see department website","[{'name': 'Education Science (Two-Subject-B.A., 50%, first major)', 'url': 'https://ranking.zeit.de/che/en/studiengang/24579'}, {'name': 'Education Science with Key Area Organisational Development (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/29193'}, {'name': 'Education Science (B.A. major 75%)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41454'}, {'name': 'Education Science (B.A., two subject, 50%, secondary major)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41455'}]",https://ranking.zeit.de/che/en/fachbereich/30564,no data,<10 graduades/year in at least one of the years surveyed; source: department survey,,no data,no data,25.0%,,17.0T€,1.3,,,,,,2/11points,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Neuphilologische Fakultät at the Uni Heidelberg,23,420,140,4/14points,70.1%,,2.2,2.5,2.3,,,,2.2,2.5,,,2.1,3.0,1.8,2.6,1.6,2.1,2.1,,910,teacher qualification (B.Ed./M.Ed.),Link,Link,none,"[{'name': 'English Studies/English Language and Literature (B.A., interdisciplinary)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37640'}, {'name': 'English Studies (B.A., 75%)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41399'}, {'name': 'English Studies (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/24161'}]",https://ranking.zeit.de/che/en/fachbereich/30563,,<10 graduades/year in at least one of the years surveyed; source: department survey,7.0%,,,,,,,,,,5/9points,6/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät Chemie und Geowissenschaften at the Uni Heidelberg,,450,136,11/14points,81.5%,,,,,,,,,,,2.8,2.0,2.5,1.8,,,,,,470,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Geography (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21075'}, {'name': 'Geography (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21077'}]",https://ranking.zeit.de/che/en/fachbereich/430076,10.0%,18.8%,2.0%,10.9%,24.6%,,,81.0T€,1.2,42.1%,,,3/9points,3/9points,8/12points,6/12points,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät Chemie und Geowissenschaften at the Uni Heidelberg,,170,68,6/14points,95.8%,,less than 15 answers,less than 15 answers,less than 15 answers,,,,less than 15 answers,less than 15 answers,,less than 15 answers,less than 15 answers,less than 15 answers,less than 15 answers,less than 15 answers,less than 15 answers,less than 15 answers,less than 15 answers,,,,,,none,"[{'name': 'Geosciences (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/20895'}, {'name': 'Geosciences (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/20896'}]",https://ranking.zeit.de/che/en/fachbereich/430077,1.0%,73.9%,1.0%,,,10.0%,,106.3T€,1.2,6.8%,,,1/9points,1/9points,3/12points,3/12points,5.2,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Neuphilologische Fakultät at the Uni Heidelberg,no data,250,70,6/14points,62.1%,,2.2,2.7,2.5,,,,2.2,2.7,,,2.0,3.3,2.5,2.2,1.7,2.1,2.3,,940,no data,Link,Link,none,"[{'name': 'German Studies (B.A., interdisciplinary)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37973'}, {'name': 'German Studies (B.A., dual subject)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36117'}, {'name': 'German Language and Literature (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37454'}, {'name': 'Editorial Science and Text Criticism (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37455'}]",https://ranking.zeit.de/che/en/fachbereich/30161,,<10 graduades/year in at least one of the years surveyed; source: department survey,4.0%,,,,,,,,,,3/9points,5/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Juristische Fakultät at the Uni Heidelberg,,"2,790",,9/12points,,,2.9,3.2,2.7,,,,2.4,3.0,,,2.7,3.0,2.6,3.1,2.4,2.4,2.8,,,,,,,"[{'name': 'Law (St)', 'url': 'https://ranking.zeit.de/che/en/studiengang/19037'}, {'name': 'Postgraduate course for lawyers who graduated outside Germany (LL.M.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25917'}, {'name': 'Postgraduate course for International Law (LL.M.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25918'}, {'name': 'Postgraduate course for Corporate Restructuring (LL.M. corp. Restruc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25879'}]",https://ranking.zeit.de/che/en/fachbereich/400008,,,,,,,,9.5T€,2.5,,,,,,,,,,,,,,,,,,67.5%,7/10points,3/4points,2/4points,2/2points,no data,2.6,2.6,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Mathematik und Informatik at the Uni Heidelberg,,770,200,5/14points,78.9%,,2.2,2.3,2.1,,,,1.9,,,,2.0,2.7,,1.5,1.6,2.3,2.2,,440,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Mathematics (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21816'}, {'name': 'Mathematics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21817'}, {'name': 'Scientific Computing (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/40096'}]",https://ranking.zeit.de/che/en/fachbereich/400006,,50.0%,,,,,,119.9T€,1.4,,,,2/9points,5/9points,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Medizinische Fakultät Heidelberg at the Uni Heidelberg,,"3,490",164,9/14points,85.9%,,2.1,1.9,2.4,,,,1.5,1.9,,,2.2,1.8,2.0,1.9,1.5,1.8,1.6,,,,,,none,"[{'name': 'Medicine (State Examination)', 'url': 'https://ranking.zeit.de/che/en/studiengang/6100'}, {'name': 'Interprofessional Health Care (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/27473'}, {'name': 'Care Research and Implementation Science in Health Care (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/40314'}, {'name': 'Medical Education (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34104'}, {'name': 'Medical Biometry/Biostatistics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34627'}, {'name': 'International Health (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34105'}]",https://ranking.zeit.de/che/en/fachbereich/420033,,,,,,,23.1,,3.5,68.8%,,,,2/9points,,,,,,,9.9,"1,086.7",,,,,,,,,,,,,5.2,1.8,2.0,2.4,1.6,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Biowissenschaften at the Uni Heidelberg,,740,224,10/12points,87.8%,,2.1,1.9,2.5,,,,1.5,2.1,,,1.9,2.2,2.8,2.1,1.6,1.7,2.0,,,,,,none,"[{'name': 'Pharmacy (State Examination)', 'url': 'https://ranking.zeit.de/che/en/studiengang/7432'}, {'name': 'Molecular Biotechnology (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/15205'}, {'name': 'Molecular Biotechnology (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/15206'}]",https://ranking.zeit.de/che/en/fachbereich/420310,,,,,,,,87.0T€,2.4,,,,,,,,2.3,,,,9.2,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Physik und Astronomie at the Uni Heidelberg,,"1,800",628,no data available,96.8%,11.0%,1.9,2.2,1.8,,,,1.6,2.0,2.0,,1.7,,2.2,1.6,1.5,1.7,1.8,,140,no,Link,Link,none,"[{'name': 'Physics (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/22072'}, {'name': 'Physics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/22073'}]",https://ranking.zeit.de/che/en/fachbereich/400007,,70.2%,1.0%,,,,,,,,,,2/10points,6/10points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Wirtschafts- und Sozialwissenschaften at the Uni Heidelberg,23,640,148,9/14points,92.5%,,2.0,2.3,2.4,,,,2.1,2.4,,,2.2,2.8,2.1,1.9,1.5,1.8,2.1,,310,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Political Science (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18227'}, {'name': 'Political Science (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25206'}]",https://ranking.zeit.de/che/en/fachbereich/100129,,69.6%,,,,,,,,3.6%,,,3/9points,5/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Verhaltens- und Empirische Kulturwissenschaften at the Uni Heidelberg,,880,260,7/14points,89.3%,,2.0,2.0,2.6,,,,2.0,2.4,,,1.8,2.4,2.1,3.0,1.7,1.9,2.2,,,,,,none,"[{'name': 'Psychology (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36118'}, {'name': 'Psychology (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36119'}]",https://ranking.zeit.de/che/en/fachbereich/30163,,75.9%,3.0%,,,,,70.6T€,2.7,,,,3/9points,2/9points,,,7.4,1.6,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Neuphilologische Fakultät at the Uni Heidelberg,22,130,30,10/14points,<10 graduades/year in at least one of the years surveyed; source: department survey,,,,,,,,,,,,,,,,,,,,590,teacher qualification (BA/M.Ed.),Link,Link,"yes, please see department website","[{'name': 'Romance Studies / Spanish (B)', 'url': 'https://ranking.zeit.de/che/en/studiengang/22759'}, {'name': 'Romance Studies / French (B)', 'url': 'https://ranking.zeit.de/che/en/studiengang/22757'}, {'name': 'Romance Studies / Italian (B)', 'url': 'https://ranking.zeit.de/che/en/studiengang/22758'}, {'name': 'Estudios iberoamericanos. Teoría y metodología del contacto / Latin American Studies. Contact Theories and Methods (MA)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41479'}, {'name': 'Études transculturelles. Littératures et contacs linguistiques dans l’espace francophone / Transcultural Studies. Literatures and Language Contacts in Francophone Regions (MA)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41480'}, {'name': 'L‘Ìtalia a contatto – lingue, letterature, arti / Contact With Italy – Literature, Arts, Languages, Cultures (MA)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41481'}]",https://ranking.zeit.de/che/en/fachbereich/440001,,no graduates in the years surveyed; source: department survey,18.0%,,,,,,,,,,not ranked,6/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruprecht-Karls-Universität Heidelberg,Fakultät für Verhaltens- und Empirische Kulturwissenschaften at the Uni Heidelberg,,180,63,9/14points,68.9%,,,,,,,,,,,,2.2,1.6,less than 15 answers,,,,,,350,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Sport Science (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/40513'}, {'name': 'Sports Science (multi-disciplinary, B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/40512'}, {'name': 'Sport and Exercise for Children and Teenagers (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34333'}]",https://ranking.zeit.de/che/en/fachbereich/430594,20.0%,57.7%,2.0%,54.5%,57.0%,,32.3,19.1T€,1.2,,,,,1/9points,9/11points,8/11points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Hohenheim,Fakultät Naturwissenschaften at the Uni Hohenheim,26,530,98,7/12points,78.6%,,,,,7/8points,4/8points,4/6points,,,1.5,2.1,1.8,1.9,2.0,,,,,,130,,-,-,none,"[{'name': 'Biology (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/20635'}, {'name': 'Biology (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/22091'}]",https://ranking.zeit.de/che/en/fachbereich/420111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Hohenheim,Fakultät Naturwissenschaften at the Uni Hohenheim,,50,50,7/14points,no bachelors' degree programme,,no survey,no survey,no survey,,,,no survey,,,,no survey,,no survey,,,,no survey,,,,,,none,"[{'name': 'Food Science and Biotechnology (B.Sc.)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36656'}, {'name': 'Food Science und Engineering (M.Sc.)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36654'}, {'name': 'Food Biotechnology (M.Sc.)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36655'}, {'name': 'Food Chemistry (M.Sc.)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37327'}]",https://ranking.zeit.de/che/en/fachbereich/500513?subfach=112,7.1%,<10 graduades/year in at least one of the years surveyed; source: department survey,2.0%,no data,no data,8.3%,,no data,1.4,,,,,,no bachelors' degree programme,3/11points,,no survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Hohenheim,Fakultät Wirtschafts- und Sozialwissenschaften at the Uni Hohenheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/7100260,,,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Hohenheim,Gemeinsame Kommission Wirtschaftsinformatik der Universitäten Hohenheim und Stuttgart at the Uni Hohenheim,,270,,9/12points,77.5%,,,2.7,,,,,2.8,2.8,,,2.5,,,2.5,2.0,2.8,2.8,,,,,,none,"[{'name': 'Business Informatics (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/38819'}, {'name': 'Business Informatics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/14111'}]",https://ranking.zeit.de/che/en/fachbereich/4100381,10.0%,91.4%,2.0%,32.1%,63.6%,29.0%,,,1.1,,,,4/13points,5/13points,5/12points,7/12points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Hohenheim,Fakultät Naturwissenschaften at the Uni Hohenheim,,50,50,7/14points,no bachelors' degree programme,,no survey,no survey,no survey,,,,no survey,,,,no survey,,no survey,,,,no survey,,,,,,none,"[{'name': 'Food Science and Biotechnology (B.Sc.)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36656'}, {'name': 'Food Science und Engineering (M.Sc.)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36654'}, {'name': 'Food Biotechnology (M.Sc.)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36655'}, {'name': 'Food Chemistry (M.Sc.)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37327'}]",https://ranking.zeit.de/che/en/fachbereich/500513?subfach=111,7.1%,<10 graduades/year in at least one of the years surveyed; source: department survey,2.0%,no data,no data,8.3%,,no data,1.4,,,,,,no bachelors' degree programme,3/11points,,no survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Hohenheim,Fakultät Wirtschafts- und Sozialwissenschaften at the Uni Hohenheim,,"4,150",,9/14points,76.8%,,2.3,2.3,2.0,,,,2.1,2.4,,,2.4,2.3,2.5,2.2,1.9,2.2,2.1,,,,,,,"[{'name': 'Economic Sciences (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18394'}, {'name': 'Economics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25754'}, {'name': 'International Business and Economics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/32824'}, {'name': 'Management (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/33062'}, {'name': 'Master in Finance (M.Sc., extra-occupational)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41804'}]",https://ranking.zeit.de/che/en/fachbereich/100260,no data,64.5%,2.0%,no data,no data,no data,,7.6T€,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Points per professor within the range 1,2 to 2,3","Points per professor within the range 0,6 to 1,0",,,,,,,,
Universität Hohenheim,Fakultät Wirtschafts- und Sozialwissenschaften at the Uni Hohenheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/603199,,,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karlsruher Institut für Technologie,Fakultät für Architektur at the Karlsruher Inst. f. Technologie KIT,,840,330,10/12points,95.1%,,2.1,2.3,2.7,,,,2.0,2.4,,1.8,,2.7,2.8,2.2,1.8,2.0,2.1,,,,,,"yes, please see department website","[{'name': 'Architecture (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35039'}, {'name': 'Architecture (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35040'}]",https://ranking.zeit.de/che/en/fachbereich/7035,,54.9%,1.0%,,,,,,,,,,4/10points,9/10points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.9,,,,,
Karlsruher Institut für Technologie,Fakultät für Chemie und Biowissenschaften at the Karlsruher Inst. f. Technologie KIT,61,480,136,10/12points,94.0%,,,,,5/8points,4/8points,3/6points,,,1.9,rank group not assignable,1.9,2.3,2.6,,,,,,80,,Link,Link,none,"[{'name': 'Biology (B)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21018'}, {'name': 'Biology (M)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37492'}]",https://ranking.zeit.de/che/en/fachbereich/420115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karlsruher Institut für Technologie,Fakultät für Chemieingenieurwesen und Verfahrenstechnik at the Karlsruher Inst. f. Technologie KIT,,"1,210",460,10/14points,74.6%,,2.2,2.1,2.0,,,,1.6,2.3,,,2.0,2.5,2.5,2.0,,1.8,1.8,,,,,,none,"[{'name': 'Chemical Engineering (B.Sc.)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35950'}, {'name': 'Biological Engineering (B.Sc.)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35948'}, {'name': 'Chemical Engineering (M.Sc.)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35951'}, {'name': 'Biological Engineering (M.Sc.)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35949'}]",https://ranking.zeit.de/che/en/fachbereich/11001?subfach=112,3.0%,41.9%,1.0%,no data,15.1%,15.0%,,106.8T€,2.2,,,,,,2/11points,3/11points,,1.8,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
