name,department_name,program_name,standard_period_of_study,total_credits,number_of_students,first_year_students_per_year,graduates_per_year,graduations_in_appropriate_time,gender_balance_m,gender_balance_f,proportion_of_international_students,international_orientati_studies_abroad,international_orientati_students_mobility,international_orientati_share_in_foreign_language,international_orientation_of_the_degree_course,contact_with_work_environme_internships,contact_with_work_environme_case_studies,contact_with_work_environme_external_staff_members,contact_with_work_environment,degree
Ruprecht-Karls-Universität Heidelberg,Neuphilologische Fakultät at the Uni Heidelberg,"Lâ€˜ÃŒtalia a contatto â€“ lingue, letterature, arti / Contact With Italy â€“ Literature, Arts, Languages, Cultures (MA)",4 semesters,120,4,3,,,,,0.25,d,a,a,b,,,,,master
Ruprecht-Karls-Universität Heidelberg,Fakultät für Verhaltens- und Empirische Kulturwissenschaften at the Uni Heidelberg,Sport Science (B.Sc.),6 semesters,180,107,25,22,0.689,54,46,0.02,,,,,c,a,a,b,bachelor
Ruprecht-Karls-Universität Heidelberg,Fakultät für Verhaltens- und Empirische Kulturwissenschaften at the Uni Heidelberg,"Sports Science (multi-disciplinary, B.Sc.)",6 semesters,180,137,56,,,53,47,0.01,,,,,e,d,a,d,master
Ruprecht-Karls-Universität Heidelberg,Fakultät für Verhaltens- und Empirische Kulturwissenschaften at the Uni Heidelberg,Sport and Exercise for Children and Teenagers (M.Sc.),4 semesters,120,63,23,13,0.577,43,57,0.03,d,c,d,e,c,b,a,b,bachelor
Universität Hohenheim,Fakultät Naturwissenschaften at the Uni Hohenheim,Biology (B.Sc.),6 semesters,180,272,99,63,0.786,32,68,,,,,,,,,,bachelor
Universität Hohenheim,Fakultät Naturwissenschaften at the Uni Hohenheim,Biology (M.Sc.),4 semesters,120,98,17,32,,28,72,0,,,,,,,,,bachelor
Universität Hohenheim,Fakultät Naturwissenschaften at the Uni Hohenheim,Food Science and Biotechnology (B.Sc.),6 semesters,180,349,119,74,0.959,27,73,0.01,,c,b,d,e,b,b,d,bachelor
Universität Hohenheim,Fakultät Naturwissenschaften at the Uni Hohenheim,Food Science und Engineering (M.Sc.),4 semesters,120,112,27,33,0.636,25,75,0.18,,a,a,b,,,,,bachelor
Universität Hohenheim,Fakultät Naturwissenschaften at the Uni Hohenheim,Food Biotechnology (M.Sc.),4 semesters,120,57,13,17,0.485,42,58,0.14,,a,a,b,,,,,bachelor
Universität Hohenheim,Fakultät Naturwissenschaften at the Uni Hohenheim,Food Chemistry (M.Sc.),4 semesters,120,45,21,10,,16,84,0.02,,c,b,d,e,b,b,d,bachelor
Universität Hohenheim,Gemeinsame Kommission Wirtschaftsinformatik der Universitäten Hohenheim und Stuttgart at the Uni Hohenheim,Business Informatics (B.Sc.),6 semesters,180,184,59,20,0.775,73,27,0.07,d,c,c,d,e,b,b,d,bachelor
Universität Hohenheim,Gemeinsame Kommission Wirtschaftsinformatik der Universitäten Hohenheim und Stuttgart at the Uni Hohenheim,Business Informatics (M.Sc.),4 semesters,120,90,33,18,0.914,76,24,0.04,d,c,b,c,e,a,b,c,bachelor
Universität Hohenheim,Fakultät Naturwissenschaften at the Uni Hohenheim,Food Science and Biotechnology (B.Sc.),6 semesters,180,349,119,74,0.959,27,73,0.01,,c,b,d,e,b,b,d,bachelor
Universität Hohenheim,Fakultät Naturwissenschaften at the Uni Hohenheim,Food Science und Engineering (M.Sc.),4 semesters,120,112,27,33,0.636,25,75,0.18,,a,a,b,,,,,bachelor
Universität Hohenheim,Fakultät Naturwissenschaften at the Uni Hohenheim,Food Biotechnology (M.Sc.),4 semesters,120,57,13,17,0.485,42,58,0.14,,a,a,b,,,,,bachelor
Universität Hohenheim,Fakultät Naturwissenschaften at the Uni Hohenheim,Food Chemistry (M.Sc.),4 semesters,120,45,21,10,,16,84,0.02,,c,b,d,e,b,b,d,bachelor
Universität Hohenheim,Fakultät Wirtschafts- und Sozialwissenschaften at the Uni Hohenheim,Economic Sciences (B.Sc.),6 semesters,180,"2,308",568,483,0.768,53,47,0.01,,,,,,,,,bachelor
Universität Hohenheim,Fakultät Wirtschafts- und Sozialwissenschaften at the Uni Hohenheim,Economics (M.Sc.),4 semesters,120,116,44,36,0.549,55,45,0.29,,,,,,,,,bachelor
Universität Hohenheim,Fakultät Wirtschafts- und Sozialwissenschaften at the Uni Hohenheim,International Business and Economics (M.Sc.),4 semesters,120,198,88,45,0.689,33,67,0.49,,,,,,,,,bachelor
Universität Hohenheim,Fakultät Wirtschafts- und Sozialwissenschaften at the Uni Hohenheim,Management (M.Sc.),4 semesters,120,796,295,257,0.651,45,55,0.02,,,,,,,,,bachelor
Universität Hohenheim,Fakultät Wirtschafts- und Sozialwissenschaften at the Uni Hohenheim,"Master in Finance (M.Sc., extra-occupational)",4 semesters,90,33,16,,,,,,,,,,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Architektur at the Karlsruher Inst. f. Technologie KIT,Architecture (B.Sc.),6 semesters,180,491,146,112,0.951,45,55,0.1,e,a,c,d,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Architektur at the Karlsruher Inst. f. Technologie KIT,Architecture (M.Sc.),4 semesters,120,325,105,108,0.549,34,66,0.2,a,a,b,a,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Chemie und Biowissenschaften at the Karlsruher Inst. f. Technologie KIT,Biology (B),6 semesters,180,299,104,67,0.94,39,61,,,,,,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Chemie und Biowissenschaften at the Karlsruher Inst. f. Technologie KIT,Biology (M),4 semesters,120,136,33,47,,36,64,0.04,,,,,,,,,master
Karlsruher Institut für Technologie,Fakultät für Chemieingenieurwesen und Verfahrenstechnik at the Karlsruher Inst. f. Technologie KIT,Chemical Engineering (B.Sc.),6 semesters,180,749,168,148,0.746,73,27,0.14,,a,d,d,e,b,c,e,bachelor
Karlsruher Institut für Technologie,Fakultät für Chemieingenieurwesen und Verfahrenstechnik at the Karlsruher Inst. f. Technologie KIT,Biological Engineering (B.Sc.),6 semesters,180,260,67,52,0.738,55,45,0.12,,a,d,d,e,b,c,e,bachelor
Karlsruher Institut für Technologie,Fakultät für Chemieingenieurwesen und Verfahrenstechnik at the Karlsruher Inst. f. Technologie KIT,Chemical Engineering (M.Sc.),4 semesters,120,463,167,135,0.419,69,31,0.11,,a,c,d,c,c,c,d,bachelor
Karlsruher Institut für Technologie,Fakultät für Chemieingenieurwesen und Verfahrenstechnik at the Karlsruher Inst. f. Technologie KIT,Biological Engineering (M.Sc.),4 semesters,120,117,39,32,0.524,57,43,0.03,,c,c,e,c,c,c,d,bachelor
Karlsruher Institut für Technologie,KIT-Fakultät für Wirtschaftswissenschaften at the Karlsruher Inst. f. Technologie KIT,Business Informatics (B.Sc.),6 semesters,180,163,130,,,,,0.15,d,b,c,d,,,,,bachelor
Karlsruher Institut für Technologie,KIT-Fakultät für Wirtschaftswissenschaften at the Karlsruher Inst. f. Technologie KIT,Business Informatics (M.Sc.),4 semesters,120,121,56,,,,,0.15,d,b,c,d,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Chemieingenieurwesen und Verfahrenstechnik at the Karlsruher Inst. f. Technologie KIT,Chemical Engineering (B.Sc.),6 semesters,180,749,168,148,0.746,73,27,0.14,,a,d,d,e,b,c,e,bachelor
Karlsruher Institut für Technologie,Fakultät für Chemieingenieurwesen und Verfahrenstechnik at the Karlsruher Inst. f. Technologie KIT,Biological Engineering (B.Sc.),6 semesters,180,260,67,52,0.738,55,45,0.12,,a,d,d,e,b,c,e,bachelor
Karlsruher Institut für Technologie,Fakultät für Chemieingenieurwesen und Verfahrenstechnik at the Karlsruher Inst. f. Technologie KIT,Chemical Engineering (M.Sc.),4 semesters,120,463,167,135,0.419,69,31,0.11,,a,c,d,c,c,c,d,bachelor
Karlsruher Institut für Technologie,Fakultät für Chemieingenieurwesen und Verfahrenstechnik at the Karlsruher Inst. f. Technologie KIT,Biological Engineering (M.Sc.),4 semesters,120,117,39,32,0.524,57,43,0.03,,c,c,e,c,c,c,d,bachelor
Karlsruher Institut für Technologie,Fakultät für Chemie und Biowissenschaften at the Karlsruher Inst. f. Technologie KIT,Chemistry (B.Sc.),6 semesters,180,357,89,61,,69,31,,,,,,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Chemie und Biowissenschaften at the Karlsruher Inst. f. Technologie KIT,Chemistry (M.Sc.),4 semesters,120,149,64,,,69,31,,,,,,,,,,bachelor
Karlsruher Institut für Technologie,"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften at the Karlsruher Inst. f. Technologie KIT",Civil Engineering (B.Sc.),6 semesters,180,869,242,141,0.606,66,34,0.12,d,a,d,d,e,d,a,e,bachelor
Karlsruher Institut für Technologie,"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften at the Karlsruher Inst. f. Technologie KIT",Civil Engineering (M.Sc.),4 semesters,120,253,86,107,0.469,64,36,0.18,b,a,c,b,e,b,a,d,bachelor
Karlsruher Institut für Technologie,"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften at the Karlsruher Inst. f. Technologie KIT",Functional and Structural Engineering â€“ Engineering Structures (M.Sc.),4 semesters,120,127,27,45,0.607,65,35,0.12,d,a,d,d,e,b,a,d,bachelor
Karlsruher Institut für Technologie,"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften at the Karlsruher Inst. f. Technologie KIT",Mobility and Infrastructure (M.Sc.),4 semesters,120,93,31,16,0.719,61,39,0.38,d,a,d,d,e,c,a,d,bachelor
Karlsruher Institut für Technologie,"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften at the Karlsruher Inst. f. Technologie KIT",Water Science and Engineering (M.Sc.),4 semesters,120,91,46,10,,58,42,0.6,d,a,a,b,e,a,a,d,bachelor
Karlsruher Institut für Technologie,Fakultät für Informatik at the Karlsruher Inst. f. Technologie KIT,Computer Science (B.Sc.),6 semesters,180,"1,932",658,221,0.575,87,13,0.14,d,a,b,c,e,b,c,e,bachelor
Karlsruher Institut für Technologie,Fakultät für Informatik at the Karlsruher Inst. f. Technologie KIT,Computer Science (M.Sc.),4 semesters,120,855,242,184,0.431,87,13,0.18,b,a,a,a,e,b,c,e,bachelor
Karlsruher Institut für Technologie,Fakultät für Elektrotechnik und Informationstechnik at the Karlsruher Inst. f. Technologie KIT,Electrical Engineering and Information Technology (B.Sc.),6 semesters,180,"1,070",251,174,0.721,87,13,0.27,b,a,d,c,c,b,b,d,bachelor
Karlsruher Institut für Technologie,Fakultät für Elektrotechnik und Informationstechnik at the Karlsruher Inst. f. Technologie KIT,Electrical Engineering and Information Technology (M.Sc.),4 semesters,120,733,224,219,0.45,83,17,0.31,b,a,a,a,e,b,b,d,bachelor
Karlsruher Institut für Technologie,Fakultät für Elektrotechnik und Informationstechnik at the Karlsruher Inst. f. Technologie KIT,Optics and Photonics (M.Sc.),4 semesters,120,161,34,51,0.471,71,29,0.92,b,a,a,a,c,d,b,d,bachelor
Karlsruher Institut für Technologie,"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften at the Karlsruher Inst. f. Technologie KIT",Civil Engineering (B.Sc.),6 semesters,180,869,242,141,0.606,66,34,0.12,d,a,d,d,e,d,a,e,bachelor
Karlsruher Institut für Technologie,"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften at the Karlsruher Inst. f. Technologie KIT",Civil Engineering (M.Sc.),4 semesters,120,253,86,107,0.469,64,36,0.18,b,a,c,b,e,b,a,d,bachelor
Karlsruher Institut für Technologie,"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften at the Karlsruher Inst. f. Technologie KIT",Functional and Structural Engineering â€“ Engineering Structures (M.Sc.),4 semesters,120,127,27,45,0.607,65,35,0.12,d,a,d,d,e,b,a,d,bachelor
Karlsruher Institut für Technologie,"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften at the Karlsruher Inst. f. Technologie KIT",Mobility and Infrastructure (M.Sc.),4 semesters,120,93,31,16,0.719,61,39,0.38,d,a,d,d,e,c,a,d,bachelor
Karlsruher Institut für Technologie,"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften at the Karlsruher Inst. f. Technologie KIT",Water Science and Engineering (M.Sc.),4 semesters,120,91,46,10,,58,42,0.6,d,a,a,b,e,a,a,d,bachelor
Karlsruher Institut für Technologie,"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften at the Karlsruher Inst. f. Technologie KIT",Geoecology (B.A.),6 semesters,180,133,35,20,0.821,40,60,0.03,e,c,d,e,e,b,c,d,bachelor
Karlsruher Institut für Technologie,"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften at the Karlsruher Inst. f. Technologie KIT",Geoecology (M.Sc.),4 semesters,120,66,24,14,0.357,36,64,0.03,e,c,d,e,e,b,c,d,bachelor
Karlsruher Institut für Technologie,"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften at the Karlsruher Inst. f. Technologie KIT",Applied Geosciences (B.Sc.),6 semesters,180,137,50,38,0.831,65,35,0.03,d,c,d,e,e,a,c,d,bachelor
Karlsruher Institut für Technologie,"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften at the Karlsruher Inst. f. Technologie KIT",Geodesy and Geoinformatics (B.Sc.),6 semesters,180,74,22,10,1,77,23,0.04,a,c,d,c,e,c,c,e,bachelor
Karlsruher Institut für Technologie,"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften at the Karlsruher Inst. f. Technologie KIT",Applied Geosciences (M.Sc.),4 semesters,120,113,35,24,0.347,67,33,0.04,d,c,c,d,e,a,c,d,bachelor
Karlsruher Institut für Technologie,"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften at the Karlsruher Inst. f. Technologie KIT",Geodesy and Geoinformatics (M.Sc.),4 semesters,120,33,,12,0.783,70,30,0.36,a,a,a,a,e,d,c,e,bachelor
Karlsruher Institut für Technologie,Fakultät für Geistes- und Sozialwissenschaften at the Karlsruher Inst. f. Technologie KIT,German Language and Literature (B.A.),6 semesters,180,146,44,25,0.6,,,0,,,,,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Geistes- und Sozialwissenschaften at the Karlsruher Inst. f. Technologie KIT,German Language and Literature (M.A.),4 semesters,120,72,17,15,0.207,,,0.28,b,a,d,c,,,,,master
Karlsruher Institut für Technologie,KIT-Fakultät für Wirtschaftswissenschaften at the Karlsruher Inst. f. Technologie KIT,Industrial Engineering (B.Sc.),6 semesters,180,"2,016",553,425,0.762,73,27,0.14,d,b,c,d,c,b,b,c,bachelor
Karlsruher Institut für Technologie,KIT-Fakultät für Wirtschaftswissenschaften at the Karlsruher Inst. f. Technologie KIT,Industrial Engineering (M.Sc.),4 semesters,120,"1,101",364,420,0.861,81,19,0.14,b,b,c,c,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Elektrotechnik und Informationstechnik at the Karlsruher Inst. f. Technologie KIT,Electrical Engineering and Information Technology (B.Sc.),6 semesters,180,"1,070",251,174,0.721,87,13,0.27,b,a,d,c,c,b,b,d,bachelor
Karlsruher Institut für Technologie,Fakultät für Elektrotechnik und Informationstechnik at the Karlsruher Inst. f. Technologie KIT,Electrical Engineering and Information Technology (M.Sc.),4 semesters,120,733,224,219,0.45,83,17,0.31,b,a,a,a,e,b,b,d,bachelor
Karlsruher Institut für Technologie,Fakultät für Elektrotechnik und Informationstechnik at the Karlsruher Inst. f. Technologie KIT,Optics and Photonics (M.Sc.),4 semesters,120,161,34,51,0.471,71,29,0.92,b,a,a,a,c,d,b,d,bachelor
Karlsruher Institut für Technologie,Fakultät für Maschinenbau at the Karlsruher Inst. f. Technologie KIT,Mechanical Engineering (B.Sc.),6 semesters,180,"1,931",455,440,0.673,87,13,0.17,,a,c,b,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Maschinenbau at the Karlsruher Inst. f. Technologie KIT,Materials Science and Technology (B.Sc.),6 semesters,180,112,28,19,0.838,71,29,0.16,,a,d,d,e,b,c,e,bachelor
Karlsruher Institut für Technologie,Fakultät für Maschinenbau at the Karlsruher Inst. f. Technologie KIT,Mechanical Engineering (M.Sc.),4 semesters,120,"1,909",337,565,0.53,84,16,0.47,,a,a,a,c,a,c,d,bachelor
Karlsruher Institut für Technologie,Fakultät für Maschinenbau at the Karlsruher Inst. f. Technologie KIT,Materials Science and Technology (M.Sc.),4 semesters,120,167,56,33,0.439,60,40,0.62,,a,c,c,c,b,c,d,bachelor
Karlsruher Institut für Technologie,Fakultät für Maschinenbau at the Karlsruher Inst. f. Technologie KIT,Production and Operation Management (M.Sc),4 semesters,120,30,10,10,,80,20,0.27,,a,a,a,,,,,master
Karlsruher Institut für Technologie,Fakultät für Maschinenbau at the Karlsruher Inst. f. Technologie KIT,Management of Product Development (M.Sc.),4 semesters,120,11,6,10,,4,10,0.27,,a,a,a,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Maschinenbau at the Karlsruher Inst. f. Technologie KIT,Energy Engineering and Management (M.Sc.),4 semesters,120,31,29,10,,4,6,0.9,,a,a,a,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Maschinenbau at the Karlsruher Inst. f. Technologie KIT,Mechanical Engineering International (B.Sc.),6 semesters,180,17,8,,,76,24,0.41,,a,a,b,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Mathematik at the Karlsruher Inst. f. Technologie KIT,Mathematics (B.Sc.),6 semesters,180,328,110,72,0.779,73,27,0.06,b,b,d,c,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Mathematik at the Karlsruher Inst. f. Technologie KIT,Business Mathematics (B.Sc.),6 semesters,180,97,64,,,60,40,0.1,d,a,d,d,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Mathematik at the Karlsruher Inst. f. Technologie KIT,Technomathematics (B Sc.),6 semesters,180,26,15,,,62,38,0.12,d,a,d,d,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Mathematik at the Karlsruher Inst. f. Technologie KIT,Mathematics (M.Sc.),4 semesters,120,125,41,40,0.568,70,30,0.17,b,a,a,a,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Mathematik at the Karlsruher Inst. f. Technologie KIT,Business Mathematics (M.Sc.),4 semesters,120,80,26,16,0.719,55,45,0.14,d,a,a,b,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Mathematik at the Karlsruher Inst. f. Technologie KIT,Technomathematics (M.Sc.),4 semesters,120,24,,10,,75,25,0.04,d,c,a,c,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Maschinenbau at the Karlsruher Inst. f. Technologie KIT,Mechanical Engineering (B.Sc.),6 semesters,180,"1,931",455,440,0.673,87,13,0.17,,a,c,b,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Maschinenbau at the Karlsruher Inst. f. Technologie KIT,Materials Science and Technology (B.Sc.),6 semesters,180,112,28,19,0.838,71,29,0.16,,a,d,d,e,b,c,e,bachelor
Karlsruher Institut für Technologie,Fakultät für Maschinenbau at the Karlsruher Inst. f. Technologie KIT,Mechanical Engineering (M.Sc.),4 semesters,120,"1,909",337,565,0.53,84,16,0.47,,a,a,a,c,a,c,d,bachelor
Karlsruher Institut für Technologie,Fakultät für Maschinenbau at the Karlsruher Inst. f. Technologie KIT,Materials Science and Technology (M.Sc.),4 semesters,120,167,56,33,0.439,60,40,0.62,,a,c,c,c,b,c,d,bachelor
Karlsruher Institut für Technologie,Fakultät für Maschinenbau at the Karlsruher Inst. f. Technologie KIT,Production and Operation Management (M.Sc),4 semesters,120,30,10,10,,80,20,0.27,,a,a,a,,,,,master
Karlsruher Institut für Technologie,Fakultät für Maschinenbau at the Karlsruher Inst. f. Technologie KIT,Management of Product Development (M.Sc.),4 semesters,120,11,6,10,,4,10,0.27,,a,a,a,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Maschinenbau at the Karlsruher Inst. f. Technologie KIT,Energy Engineering and Management (M.Sc.),4 semesters,120,31,29,10,,4,6,0.9,,a,a,a,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Maschinenbau at the Karlsruher Inst. f. Technologie KIT,Mechanical Engineering International (B.Sc.),6 semesters,180,17,8,,,76,24,0.41,,a,a,b,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Elektrotechnik und Informationstechnik at the Karlsruher Inst. f. Technologie KIT,Mechatronics and Information Engineering (B.Sc.),6 semesters,180,374,100,54,0.787,90,10,0.2,d,a,,d,c,d,b,d,bachelor
Karlsruher Institut für Technologie,Fakultät für Elektrotechnik und Informationstechnik at the Karlsruher Inst. f. Technologie KIT,Mechatronics and Information Engineering (M.Sc.),4 semesters,120,466,232,10,,82,18,0.76,d,a,,d,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Physik at the Karlsruher Inst. f. Technologie KIT,Physics (B.Sc.),6 semesters,180,604,182,134,0.709,80,20,0.06,e,b,d,e,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Physik at the Karlsruher Inst. f. Technologie KIT,Geophysics (B.Sc.),6 semesters,180,34,,11,0.864,65,35,0.06,e,b,d,e,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Physik at the Karlsruher Inst. f. Technologie KIT,Physics (M.Sc.),4 semesters,120,310,96,113,0.699,86,14,0.03,b,c,d,d,,,,,bachelor
Karlsruher Institut für Technologie,Fakultät für Geistes- und Sozialwissenschaften at the Karlsruher Inst. f. Technologie KIT,Sport Science (B.Sc.),6 semesters,180,223,46,32,0.738,69,31,0.01,,,,,e,a,a,c,bachelor
Karlsruher Institut für Technologie,Fakultät für Geistes- und Sozialwissenschaften at the Karlsruher Inst. f. Technologie KIT,Sport Science (M.Sc.),4 semesters,120,135,50,19,0.5,50,50,0.03,d,c,b,d,e,a,a,c,bachelor
Universität Konstanz,Mathematisch-Naturwissenschaftliche Sektion at the Uni Konstanz,Biological Sciences (B.Sc.),6 semesters,180,367,143,86,0.877,37,63,,,,,,,,,,bachelor
Universität Konstanz,Mathematisch-Naturwissenschaftliche Sektion at the Uni Konstanz,Life Science (B.Sc.),6 semesters,180,179,55,36,0.833,30,70,,,,,,,,,,bachelor
Universität Konstanz,Mathematisch-Naturwissenschaftliche Sektion at the Uni Konstanz,Biological Sciences (M.Sc.),4 semesters,120,183,67,42,,44,56,0.12,,,,,,,,,bachelor
Universität Konstanz,Mathematisch-Naturwissenschaftliche Sektion at the Uni Konstanz,Life Science (M.Sc.),4 semesters,120,124,44,32,,36,64,0.02,,,,,,,,,bachelor
Universität Konstanz,Mathematisch-Naturwissenschaftliche Sektion at the Uni Konstanz,Chemistry (B.Sc.),6 semesters,180,143,60,19,,66,34,,,,,,,,,,bachelor
Universität Konstanz,Mathematisch-Naturwissenschaftliche Sektion at the Uni Konstanz,Life Science (B.Sc.),6 semesters,180,150,54,,,29,71,,,,,,,,,,bachelor
Universität Konstanz,Mathematisch-Naturwissenschaftliche Sektion at the Uni Konstanz,Nano Science (B.Sc.),6 semesters,180,51,18,6,,76,24,,,,,,,,,,bachelor
Universität Konstanz,Mathematisch-Naturwissenschaftliche Sektion at the Uni Konstanz,Chemistry (M.Sc.),4 semesters,120,81,22,,,69,31,,,,,,,,,,bachelor
